DYNAMIXEL Graph,2
MX-12W,360
ItemCount,4
Realtime Tick,#000000,0,1,0
Present Speed,#ffff00,0,1,0
Goal Position,#ff0000,0,1,0
Present Position,#0055ff,0,1,0
Time[ms],Realtime Tick,Present Speed,Goal Position,Present Position
14963,2932,1063,4090,2366
14979,2948,1064,4090,2325
14999,2968,1064,4090,2276
15011,2980,1063,4090,2246
15029,2998,1063,4090,2202
15043,3012,1065,4090,2163
15060,3029,1065,4090,2121
15075,3044,1063,4090,2085
15100,3069,1063,4090,2022
15109,3078,1064,4090,2000
15123,3092,1063,4090,1966
15139,3108,1062,4090,1928
15155,3124,1064,4090,1886
15179,3148,1064,4090,1828
15189,3158,1063,4090,1803
15203,3172,1064,4090,1767
15219,3188,1064,4090,1727
15235,3204,1063,4090,1689
15259,3228,1063,4090,1630
15269,3238,1065,4090,1603
15283,3252,1064,4090,1569
15299,3268,1063,4090,1530
15319,3288,1065,4090,1477
15331,3300,1065,4090,1448
15350,3319,1063,4090,1401
15363,3332,1063,4090,1369
15380,3349,1064,4090,1329
15395,3364,1063,4090,1291
15419,3388,1063,4090,1231
15429,3398,1064,4090,1204
15443,3412,1065,4090,1168
15469,3438,1063,4090,1106
15479,3448,1063,4090,1081
15491,3460,1065,4090,1049
15507,3476,1065,4090,1009
15529,3498,1064,4090,953
15539,3508,1064,4090,928
15559,3528,1064,4090,878
15571,3540,1064,4090,848
15589,3558,1064,4090,803
15603,3572,1065,4090,766
15619,3588,1065,4090,726
15635,3604,1063,4090,687
15659,3628,1064,4090,626
15669,3638,1064,4090,601
15683,3652,1064,4090,567
15699,3668,1063,4090,528
15715,3684,1064,4090,487
15739,3708,1065,4090,426
15749,3718,1064,4090,402
15763,3732,1063,4090,367
15789,3758,1064,4090,302
15799,3768,1063,4090,278
15811,3780,1063,4090,248
15829,3798,1065,4090,201
15843,3812,1065,4090,167
15869,3838,1063,4090,102
15879,3848,1064,4090,78
15892,3861,1064,4090,46
15907,3876,1064,4090,9
15939,3908,1063,4090,4023
15959,3928,1070,4090,3962
15971,3940,1077,4090,3917
15989,3958,1088,4090,3841
16003,3972,1091,4090,3784
16020,3989,1091,4090,3712
16035,4004,1088,4090,3655
16059,4028,1081,4090,3572
16069,4038,1080,4090,3538
16083,4052,1079,4090,3489
16100,4069,1082,4090,3424
16115,4084,1084,4090,3368
16140,4109,1085,4090,3272
16149,4118,1085,4090,3239
16163,4132,1083,4090,3190
16179,4148,1085,4090,3123
16195,4164,1084,4090,3065
16220,4189,1084,4090,2974
16229,4198,1083,4090,2937
16243,4212,1084,4090,2882
16259,4228,1084,4090,2823
16280,4249,1085,4090,2743
16291,4260,1085,4090,2703
16309,4278,1084,4090,2632
16323,4292,1083,4090,2580
16339,4308,1083,4090,2521
16355,4324,1083,4090,2460
16380,4349,1085,4090,2366
16390,4359,1084,4090,2328
16403,4372,1085,4090,2277
16429,4398,1084,4090,2179
16439,4408,1084,4090,2142
16451,4420,1084,4090,2097
16469,4438,1085,4090,2026
16484,4453,1084,4090,1972
16499,4468,1082,4090,1918
16520,4489,1082,4090,1846
16531,4500,1082,4090,1802
16550,4519,1083,4090,1730
16562,4531,1084,4090,1686
16580,4549,1085,4090,1615
16600,4569,1084,4090,1542
16611,4580,1083,4090,1502
16630,4599,1085,4090,1433
16643,4612,1084,4090,1381
16659,4628,1084,4090,1319
16680,4649,1082,4090,1245
16691,4660,1082,4090,1203
16710,4679,1083,4090,1134
16723,4692,1083,4090,1085
16749,4718,1085,4090,983
16759,4728,1085,4090,946
16771,4740,1086,4090,897
16789,4758,1085,4090,831
16803,4772,1083,4090,780
16830,4799,1082,4090,680
16840,4809,1083,4090,641
16851,4820,1084,4090,599
16869,4838,1084,4090,533
16883,4852,1084,4090,480
16909,4878,1084,4090,382
16919,4888,1085,4090,341
16931,4900,1085,4090,297
16949,4918,1083,4090,231
16963,4932,1084,4090,178
16980,4949,1083,4090,117
16999,4968,1084,4090,47
17011,4980,1084,4090,3
17029,4998,1082,4090,4030
17043,5012,1084,4090,3976
17069,5038,1085,4090,3877
17079,5048,1084,4090,3840
17092,5061,1083,4090,3797
17110,5079,1083,4090,3727
17123,5092,1083,4090,3679
17140,5109,1082,4090,3618
17155,5124,1084,4090,3561
17179,5148,1082,4090,3474
17189,5158,1084,4090,3433
17203,5172,1085,4090,3381
17219,5188,1084,4090,3320
17235,5204,1084,4090,3260
17260,5229,1082,4090,3167
17269,5238,1082,4090,3134
17283,5252,1083,4090,3083
17300,5269,1084,4090,3017
17315,5284,1084,4090,2961
17339,5308,1085,4090,2868
17349,5318,1085,4090,2830
17363,5332,1085,4090,2775
17379,5348,1085,4090,2713
17399,5368,1083,4090,2641
17411,5380,1083,4090,2599
17429,5398,1083,4090,2530
17443,5412,1081,4090,2479
17469,5438,1085,4090,2379
17479,5448,1083,4090,2342
17491,5460,1086,4090,2292
17510,5479,1086,4090,2221
17522,5491,1086,4090,2172
17539,5508,1084,4090,2111
17555,5524,1081,4090,2054
17579,5548,1083,4090,1965
17589,5558,1082,4090,1929
17603,5572,1084,4090,1874
17619,5588,1084,4090,1816
17635,5604,1084,4090,1755
17660,5629,1084,4090,1664
17669,5638,1083,4090,1628
17683,5652,1084,4090,1576
17700,5669,1084,4090,1514
17715,5684,1084,4090,1458
17739,5708,1084,4090,1368
17750,5719,1084,4090,1325
17763,5732,1083,4090,1279
17779,5748,1082,4090,1220
17796,5765,1084,4090,1154
17819,5788,1083,4090,1069
17829,5798,1084,4090,1030
17843,5812,1084,4090,978
17859,5828,1085,4090,915
17875,5844,1085,4090,857
17899,5868,1084,4090,765
17909,5878,1084,4090,729
17923,5892,1084,4090,676
17950,5919,1084,4090,573
17959,5928,1084,4090,540
17971,5940,1084,4090,495
17989,5958,1084,4090,428
18003,5972,1083,4090,376
18019,5988,1084,4090,315
18035,6004,1084,4090,256
18059,6028,1084,4090,166
18069,6038,1084,4090,128
18083,6052,1084,4090,76
18099,6068,1084,4090,16
18116,6085,1084,4090,4052
18139,6108,1083,4090,3963
18149,6118,1083,4090,3927
18162,6131,1084,4090,3875
18179,6148,1084,4090,3814
18195,6164,1082,4090,3755
18219,6188,1084,4090,3665
18229,6198,1083,4090,3629
18243,6212,1084,4090,3576
18259,6228,1084,4090,3518
18275,6244,1084,4090,3456
18299,6268,1084,4090,3368
18309,6278,1081,4090,3332
18323,6292,1082,4090,3279
18349,6318,1081,4090,3183
18359,6328,1084,4090,3143
18372,6341,1085,4090,3098
18387,6356,1083,4090,3037
18409,6378,1085,4090,2953
18419,6388,1084,4090,2914
18435,6404,1084,4090,2853
18460,6429,1083,4090,2758
18469,6438,1084,4090,2724
18483,6452,1084,4090,2672
18499,6468,1083,4090,2612
18515,6484,1083,4090,2553
18539,6508,1084,4090,2461
18549,6518,1085,4090,2422
18563,6532,1085,4090,2370
18580,6549,1084,4090,2305
18595,6564,1083,4090,2251
18620,6589,1085,4090,2158
18629,6598,1084,4090,2122
18643,6612,1084,4090,2070
18659,6628,1084,4090,2008
18675,6644,1084,4090,1950
18699,6668,1083,4090,1860
18709,6678,1083,4090,1824
18723,6692,1082,4090,1773
18739,6708,1083,4090,1713
18755,6724,1083,4090,1654
18779,6748,1084,4090,1563
18790,6759,1084,4090,1523
18803,6772,1085,4090,1472
18819,6788,1085,4090,1414
18840,6809,1085,4090,1331
18851,6820,1084,4090,1292
18869,6838,1082,4090,1227
18883,6852,1083,4090,1174
18899,6868,1082,4090,1117
18920,6889,1083,4090,1036
18931,6900,1085,4090,995
18949,6918,1084,4090,925
18962,6931,1085,4090,876
18979,6948,1085,4090,813
18995,6964,1085,4090,750
19019,6988,1084,4090,661
19030,6999,1084,4090,621
19043,7012,1084,4090,571
19060,7029,1081,4090,510
19075,7044,1083,4090,453
19099,7068,1083,4090,363
19109,7078,1085,4090,322
19123,7092,1085,4090,271
19140,7109,1086,4090,209
19155,7124,1085,4090,149
19179,7148,1083,4090,62
19189,7158,1083,4090,26
19203,7172,1083,4090,4070
19220,7189,1083,4090,4005
19235,7204,1083,4090,3954
19260,7229,1085,4090,3854
19270,7239,1084,4090,3819
19282,7251,1084,4090,3775
19299,7268,1085,4090,3708
19319,7288,1084,4090,3636
19331,7300,1082,4090,3592
19349,7318,1082,4090,3528
19363,7332,1082,4090,3477
19380,7349,1085,4090,3409
19395,7364,1085,4090,3354
19419,7388,1084,4090,3263
19429,7398,1084,4090,3227
19443,7412,1083,4090,3172
19459,7428,1083,4090,3113
19479,7448,1081,4090,3040
19492,7461,1084,4090,2992
19509,7478,1084,4090,2925
19523,7492,1084,4090,2870
19539,7508,1084,4090,2810
19555,7524,1085,4090,2746
19579,7548,1085,4090,2657
19589,7558,1083,4090,2620
19603,7572,1083,4090,2567
19619,7588,1083,4090,2512
19639,7608,1083,4090,2434
19651,7620,1083,4090,2389
19669,7638,1085,4090,2319
19683,7652,1086,4090,2265
19700,7669,1084,4090,2202
19715,7684,1084,4090,2144
19739,7708,1083,4090,2055
19749,7718,1085,4090,2015
19763,7732,1084,4090,1968
19780,7749,1082,4090,1902
19795,7764,1083,4090,1848
19819,7788,1083,4090,1760
19829,7798,1083,4090,1722
19843,7812,1084,4090,1670
19869,7838,1085,4090,1571
19880,7849,1085,4090,1530
19891,7860,1084,4090,1488
19910,7879,1085,4090,1420
19923,7892,1083,4090,1369
19949,7918,1082,4090,1273
19959,7928,1082,4090,1237
19971,7940,1083,4090,1189
19989,7958,1084,4090,1124
20003,7972,1081,4090,1074
20029,7998,1085,4090,972
20039,8008,1084,4090,934
20052,8021,1086,4090,882
20067,8036,1085,4090,827
20089,8058,1083,4090,745
20099,8068,1082,4090,710
20120,8089,1084,4090,628
20131,8100,1084,4090,591
20150,8119,1083,4090,518
20162,8131,1084,4090,471
20189,8158,1083,4090,369
20199,8168,1084,4090,330
20211,8180,1084,4090,287
20229,8198,1082,4090,221
20243,8212,1084,4090,168
20260,8229,1084,4090,104
20275,8244,1084,4090,50
20300,8269,1084,4090,4052
20310,8279,1084,4090,4013
20323,8292,1085,4090,3964
20339,8308,1085,4090,3904
20355,8324,1084,4090,3843
20380,8349,1081,4090,3754
20409,8378,1084,4090,3644
20419,8388,1086,4090,3601
20435,8404,1096,4090,3530
20459,8428,1109,4090,3393
20469,8438,1112,4090,3339
20484,8453,1110,4090,3258
20499,8468,1108,4090,3180
20520,8489,1102,4090,3079
20531,8500,1100,4090,3026
20546,8515,1099,4090,2955
20570,8539,1103,4090,2839
20580,8549,1105,4090,2780
20595,8564,1106,4090,2701
20620,8589,1105,4090,2575
20629,8598,1103,4090,2531
20643,8612,1103,4090,2466
20660,8629,1102,4090,2382
20675,8644,1104,4090,2300
20700,8669,1107,4090,2172
20709,8678,1106,4090,2127
20723,8692,1104,4090,2060
20739,8708,1103,4090,1980
20755,8724,1103,4090,1902
20780,8749,1102,4090,1780
20790,8759,1103,4090,1732
20803,8772,1104,4090,1664
20829,8798,1103,4090,1535
20839,8808,1103,4090,1485
20851,8820,1104,4090,1425
20869,8838,1105,4090,1333
20883,8852,1104,4090,1269
20899,8868,1105,4090,1182
20914,8883,1103,4090,1111
20940,8909,1104,4090,979
20950,8919,1104,4090,930
20963,8932,1104,4090,864
20989,8958,1103,4090,733
20999,8968,1104,4090,683
21010,8979,1106,4090,624
21029,8998,1105,4090,531
21043,9012,1105,4090,459
21059,9028,1104,4090,381
21075,9044,1103,4090,302
21100,9069,1102,4090,177
21109,9078,1103,4090,134
21123,9092,1104,4090,64
21150,9119,1104,4090,4023
21159,9128,1102,4090,3978
21171,9140,1103,4090,3919
21189,9158,1103,4090,3830
21203,9172,1103,4090,3762
21220,9189,1103,4090,3681
21235,9204,1104,4090,3603
21260,9229,1103,4090,3484
21270,9239,1104,4090,3430
21283,9252,1104,4090,3364
21300,9269,1101,4090,3280
21315,9284,1102,4090,3207
21340,9309,1103,4090,3085
21350,9319,1105,4090,3028
21362,9331,1105,4090,2966
21379,9348,1105,4090,2881
21400,9369,1104,4090,2775
21411,9380,1104,4090,2718
21429,9398,1104,4090,2629
21443,9412,1103,4090,2558
21459,9428,1104,4090,2479
21475,9444,1104,4090,2397
21499,9468,1105,4090,2274
21509,9478,1104,4090,2227
21523,9492,1104,4090,2153
21539,9508,1104,4090,2076
21555,9524,1103,4090,1995
21580,9549,1102,4090,1872
21589,9558,1103,4090,1828
21603,9572,1104,4090,1757
21619,9588,1103,4090,1679
21635,9604,1103,4090,1603
21659,9628,1103,4090,1483
21669,9638,1103,4090,1433
21683,9652,1104,4090,1361
21699,9668,1105,4090,1279
21715,9684,1105,4090,1198
21739,9708,1102,4090,1083
21749,9718,1101,4090,1032
21763,9732,1102,4090,963
21778,9747,1104,4090,885
21799,9768,1106,4090,779
21811,9780,1105,4090,718
21829,9798,1106,4090,624
21843,9812,1103,4090,558
21869,9838,1103,4090,429
21879,9848,1103,4090,380
21891,9860,1103,4090,319
21910,9879,1105,4090,224
21923,9892,1105,4090,157
21940,9909,1105,4090,74
21955,9924,1103,4090,1
21979,9948,1102,4090,3976
21989,9958,1103,4090,3928
22003,9972,1104,4090,3856
22029,9998,1107,4090,3723
22039,10008,1105,4090,3674
22063,10032,1102,4090,3559
22069,10038,1102,4090,3530
22083,10052,1103,4090,3467
22099,10068,1103,4090,3381
22115,10084,1104,4090,3299
22139,10108,1104,4090,3180
22149,10118,1103,4090,3128
22163,10132,1104,4090,3060
22179,10148,1103,4090,2979
22195,10164,1103,4090,2900
22219,10188,1104,4090,2776
22229,10198,1105,4090,2725
22243,10212,1104,4090,2655
22259,10228,1105,4090,2573
22279,10248,1104,4090,2474
22291,10260,1103,4090,2413
22307,10276,1103,4090,2340
22330,10299,1104,4090,2219
22340,10309,1107,4090,2164
22355,10324,1105,4090,2091
22380,10349,1104,4090,1966
22390,10359,1103,4090,1917
22402,10371,1101,4090,1858
22420,10389,1101,4090,1772
22435,10404,1102,4090,1697
22460,10429,1104,4090,1571
22470,10439,1105,4090,1527
22484,10453,1105,4090,1451
22509,10478,1105,4090,1325
22519,10488,1102,4090,1277
22531,10500,1102,4090,1223
22549,10518,1103,4090,1128
22562,10531,1103,4090,1064
22579,10548,1104,4090,977
22594,10563,1107,4090,896
22619,10588,1106,4090,774
22629,10598,1104,4090,724
22643,10612,1103,4090,660
22659,10628,1103,4090,575
22674,10643,1104,4090,501
22699,10668,1106,4090,373
22709,10678,1104,4090,322
22723,10692,1105,4090,258
22740,10709,1105,4090,167
22755,10724,1103,4090,96
22779,10748,1102,4090,4074
22789,10758,1103,4090,4022
22803,10772,1102,4090,3953
22820,10789,1106,4090,3870
22835,10804,1105,4090,3791
22859,10828,1104,4090,3671
22869,10838,1103,4090,3624
22883,10852,1101,4090,3557
22900,10869,1102,4090,3474
22915,10884,1105,4090,3395
22939,10908,1103,4090,3275
22949,10918,1103,4090,3227
22962,10931,1104,4090,3158
22979,10948,1103,4090,3076
22995,10964,1102,4090,2996
23019,10988,1105,4090,2873
23029,10998,1105,4090,2822
23043,11012,1106,4090,2750
23059,11028,1105,4090,2669
23074,11043,1104,4090,2595
23100,11069,1103,4090,2467
23109,11078,1103,4090,2420
23123,11092,1104,4090,2351
23140,11109,1105,4090,2262
23155,11124,1106,4090,2186
23179,11148,1103,4090,2068
23189,11158,1103,4090,2016
23203,11172,1103,4090,1949
23219,11188,1101,4090,1870
23235,11204,1102,4090,1794
23259,11228,1105,4090,1671
23269,11238,1105,4090,1621
23283,11252,1103,4090,1551
23300,11269,1104,4090,1468
23315,11284,1103,4090,1393
23330,11299,1104,4090,1317
23349,11318,1103,4090,1224
23362,11331,1103,4090,1158
23380,11349,1103,4090,1070
23395,11364,1104,4090,993
23420,11389,1104,4090,867
23430,11399,1105,4090,817
23443,11412,1103,4090,752
23459,11428,1104,4090,671
23479,11448,1105,4090,568
23491,11460,1104,4090,511
23510,11479,1104,4090,415
23523,11492,1104,4090,350
23539,11508,1104,4090,271
23559,11528,1104,4090,170
23571,11540,1105,4090,110
23587,11556,1104,4090,31
23603,11572,1103,4090,4048
23619,11588,1103,4090,3967
23639,11608,1104,4090,3867
23652,11621,1103,4090,3805
23666,11635,1104,4090,3735
23689,11658,1104,4090,3620
23699,11668,1104,4090,3570
23715,11684,1103,4090,3496
23739,11708,1103,4090,3372
23749,11718,1103,4090,3323
23762,11731,1103,4090,3258
23780,11749,1104,4090,3172
23795,11764,1103,4090,3098
23819,11788,1105,4090,2969
23830,11799,1105,4090,2914
23843,11812,1102,4090,2850
23860,11829,1103,4090,2763
23875,11844,1105,4090,2686
23899,11868,1103,4090,2567
23909,11878,1103,4090,2518
23924,11893,1104,4090,2440
23939,11908,1104,4090,2366
23960,11929,1105,4090,2258
23970,11939,1104,4090,2210
23989,11958,1104,4090,2113
24003,11972,1104,4090,2043
24019,11988,1103,4090,1964
24035,12004,1104,4090,1883
24060,12029,1103,4090,1762
24070,12039,1103,4090,1713
24083,12052,1102,4090,1650
24100,12069,1104,4090,1567
24115,12084,1104,4090,1490
24140,12109,1105,4090,1362
24150,12119,1105,4090,1311
24163,12132,1103,4090,1249
24178,12147,1104,4090,1171
24200,12169,1102,4090,1067
24210,12179,1101,4090,1017
24229,12198,1105,4090,918
24242,12211,1106,4090,853
24258,12227,1107,4090,770
24280,12249,1104,4090,660
24291,12260,1104,4090,604
24309,12278,1102,4090,517
24323,12292,1103,4090,447
24340,12309,1104,4090,363
24359,12328,1104,4090,267
24371,12340,1108,4090,202
24389,12358,1106,4090,114
24403,12372,1103,4090,46
24419,12388,1102,4090,4065
24439,12408,1102,4090,3965
24451,12420,1103,4090,3911
24470,12439,1105,4090,3809
24482,12451,1105,4090,3749
24500,12469,1104,4090,3659
24514,12483,1104,4090,3589
24540,12509,1103,4090,3464
24549,12518,1101,4090,3418
24562,12531,1103,4090,3354
24580,12549,1103,4090,3264
24594,12563,1103,4090,3194
24619,12588,1103,4090,3068
24629,12598,1105,4090,3015
24643,12612,1102,4090,2953
24659,12628,1104,4090,2864
24679,12648,1104,4090,2765
24690,12659,1104,4090,2707
24709,12678,1105,4090,2612
24723,12692,1104,4090,2541
24739,12708,1105,4090,2460
24754,12723,1102,4090,2387
24779,12748,1103,4090,2262
24789,12758,1104,4090,2213
24803,12772,1104,4090,2138
24820,12789,1107,4090,2057
24835,12804,1105,4090,1976
24859,12828,1101,4090,1862
24869,12838,1101,4090,1814
24883,12852,1103,4090,1742
24900,12869,1103,4090,1661
24915,12884,1102,4090,1585
24939,12908,1107,4090,1462
24949,12918,1105,4090,1413
24962,12931,1105,4090,1348
24979,12948,1102,4090,1265
24995,12964,1103,4090,1189
25020,12989,1104,4090,1069
25030,12999,1103,4090,1011
25043,13012,1106,4090,944
25060,13029,1105,4090,858
25075,13044,1105,4090,788
25100,13069,1104,4090,657
25109,13078,1104,4090,610
25123,13092,1104,4090,542
25139,13108,1103,4090,463
25160,13129,1106,4090,356
25171,13140,1105,4090,301
25190,13159,1107,4090,204
25203,13172,1104,4090,141
25219,13188,1105,4090,63
25240,13209,1103,4090,4056
25251,13220,1102,4090,3999
25269,13238,1104,4090,3910
25283,13252,1104,4090,3840
25310,13279,1103,4090,3705
25320,13289,1103,4090,3656
25331,13300,1103,4090,3604
25350,13319,1102,4090,3511
25363,13332,1105,4090,3442
25379,13348,1105,4090,3363
25395,13364,1103,4090,3283
25430,13399,1103,4090,3107
25443,13412,1108,4090,3036
25460,13429,1117,4090,2930
25475,13444,1126,4090,2836
25500,13469,1132,4090,2656
25509,13478,1133,4090,2595
25523,13492,1125,4090,2515
25539,13508,1123,4090,2409
25555,13524,1124,4090,2308
25580,13549,1124,4090,2155
25590,13559,1120,4090,2096
25603,13572,1125,4090,2017
25618,13587,1124,4090,1921
25639,13608,1123,4090,1792
25650,13619,1124,4090,1721
25669,13638,1126,4090,1601
25682,13651,1123,4090,1524
25699,13668,1123,4090,1419
25715,13684,1125,4090,1316
25740,13709,1124,4090,1161
25750,13719,1123,4090,1100
25763,13732,1125,4090,1017
25779,13748,1124,4090,917
25795,13764,1123,4090,819
25820,13789,1125,4090,659
25829,13798,1126,4090,601
25842,13811,1125,4090,521
25859,13828,1123,4090,414
25875,13844,1125,4090,313
25899,13868,1125,4090,166
25909,13878,1124,4090,103
25922,13891,1125,4090,22
25950,13919,1122,4090,3949
25959,13928,1123,4090,3888
25971,13940,1122,4090,3813
25990,13959,1124,4090,3694
26003,13972,1123,4090,3621
26019,13988,1123,4090,3515
26040,14009,1122,4090,3385
26051,14020,1122,4090,3318
26066,14035,1123,4090,3224
26089,14058,1121,4090,3081
26099,14068,1125,4090,3015
26115,14084,1124,4090,2916
26139,14108,1123,4090,2763
26150,14119,1125,4090,2692
26162,14131,1123,4090,2619
26178,14147,1122,4090,2518
26200,14169,1122,4090,2379
26210,14179,1125,4090,2314
26226,14195,1124,4090,2216
26249,14218,1124,4090,2071
26259,14228,1125,4090,2007
26275,14244,1123,4090,1910
26300,14269,1123,4090,1754
26310,14279,1122,4090,1693
26322,14291,1122,4090,1620
26339,14308,1122,4090,1516
26354,14323,1124,4090,1422
26370,14339,1127,4090,1316
26389,14358,1125,4090,1199
26403,14372,1121,4090,1115
26419,14388,1123,4090,1022
26439,14408,1125,4090,888
26451,14420,1125,4090,814
26466,14435,1125,4090,719
26490,14459,1123,4090,567
26500,14469,1123,4090,512
26520,14489,1123,4090,388
26532,14501,1125,4090,306
26549,14518,1127,4090,195
26562,14531,1125,4090,116
26579,14548,1124,4090,12
26594,14563,1123,4090,4013
26619,14588,1126,4090,3854
26629,14598,1124,4090,3796
26642,14611,1126,4090,3713
26659,14628,1123,4090,3613
26674,14643,1121,4090,3520
26700,14669,1123,4090,3358
26709,14678,1125,4090,3300
26723,14692,1123,4090,3215
26739,14708,1124,4090,3112
26759,14728,1124,4090,2987
26771,14740,1122,4090,2913
26789,14758,1123,4090,2799
26803,14772,1126,4090,2712
26819,14788,1126,4090,2605
26835,14804,1123,4090,2507
26859,14828,1122,4090,2357
26869,14838,1124,4090,2292
26883,14852,1123,4090,2208
26899,14868,1124,4090,2104
26915,14884,1127,4090,2006
26930,14899,1123,4090,1911
26950,14919,1121,4090,1790
26963,14932,1122,4090,1709
26980,14949,1123,4090,1603
26999,14968,1124,4090,1485
27011,14980,1124,4090,1410
27029,14998,1125,4090,1297
27042,15011,1122,4090,1218
27069,15038,1124,4090,1048
27079,15048,1121,4090,985
27090,15059,1125,4090,914
27109,15078,1124,4090,799
27122,15091,1124,4090,715
27139,15108,1127,4090,604
27155,15124,1124,4090,509
27179,15148,1124,4090,357
27189,15158,1125,4090,294
27203,15172,1124,4090,207
27219,15188,1122,4090,108
27235,15204,1123,4090,10
27259,15228,1123,4090,3953
27270,15239,1125,4090,3884
27282,15251,1123,4090,3812
27300,15269,1126,4090,3695
27315,15284,1122,4090,3616
27340,15309,1123,4090,3454
27350,15319,1124,4090,3390
27362,15331,1125,4090,3314
27380,15349,1123,4090,3204
27395,15364,1121,4090,3109
27420,15389,1121,4090,2960
27430,15399,1123,4090,2890
27442,15411,1124,4090,2812
27460,15429,1126,4090,2703
27475,15444,1126,4090,2601
27500,15469,1124,4090,2451
27509,15478,1121,4090,2391
27522,15491,1125,4090,2306
27539,15508,1125,4090,2201
27554,15523,1124,4090,2106
27579,15548,1123,4090,1951
27589,15558,1123,4090,1889
27602,15571,1122,4090,1809
27629,15598,1123,4090,1643
27639,15608,1123,4090,1580
27650,15619,1123,4090,1513
27669,15638,1122,4090,1395
27682,15651,1126,4090,1309
27700,15669,1125,4090,1199
27715,15684,1123,4090,1105
27730,15699,1124,4090,1014
27749,15718,1125,4090,892
27762,15731,1124,4090,813
27778,15747,1123,4090,712
27799,15768,1126,4090,576
27810,15779,1125,4090,510
27830,15799,1123,4090,384
27843,15812,1124,4090,304
27858,15827,1123,4090,211
27879,15848,1125,4090,79
27891,15860,1124,4090,5
27910,15879,1124,4090,3985
27923,15892,1123,4090,3901
27940,15909,1123,4090,3795
27954,15923,1125,4090,3705
27979,15948,1125,4090,3552
27989,15958,1123,4090,3493
28003,15972,1123,4090,3406
28018,15987,1123,4090,3312
28039,16008,1123,4090,3182
28050,16019,1124,4090,3110
28069,16038,1126,4090,2990
28083,16052,1123,4090,2904
28099,16068,1123,4090,2802
28115,16084,1125,4090,2706
28130,16099,1124,4090,2606
28149,16118,1123,4090,2487
28163,16132,1124,4090,2396
28180,16149,1126,4090,2293
28195,16164,1123,4090,2205
28220,16189,1124,4090,2048
28230,16199,1123,4090,1978
28243,16212,1124,4090,1904
28259,16228,1122,4090,1800
28275,16244,1123,4090,1706
28300,16269,1120,4090,1547
28309,16278,1121,4090,1493
28322,16291,1124,4090,1410
28340,16309,1126,4090,1294
28355,16324,1125,4090,1200
28379,16348,1124,4090,1052
28390,16359,1120,4090,990
28403,16372,1125,4090,900
28418,16387,1125,4090,808
28440,16409,1126,4090,666
28450,16419,1125,4090,604
28470,16439,1125,4090,478
28482,16451,1123,4090,407
28498,16467,1127,4090,302
28520,16489,1126,4090,167
28530,16499,1122,4090,107
28550,16519,1121,4090,4081
28562,16531,1124,4090,4002
28579,16548,1122,4090,3899
28595,16564,1123,4090,3798
28610,16579,1127,4090,3699
28630,16599,1124,4090,3578
28642,16611,1120,4090,3508
28659,16628,1122,4090,3403
28674,16643,1124,4090,3307
28699,16668,1127,4090,3147
28710,16679,1123,4090,3082
28723,16692,1125,4090,2998
28738,16707,1122,4090,2906
28760,16729,1123,4090,2767
28770,16739,1124,4090,2703
28789,16758,1126,4090,2580
28802,16771,1124,4090,2501
28820,16789,1122,4090,2389
28835,16804,1124,4090,2298
28860,16829,1126,4090,2136
28870,16839,1125,4090,2073
28883,16852,1125,4090,1991
28898,16867,1123,4090,1900
28919,16888,1121,4090,1773
28930,16899,1122,4090,1704
28949,16918,1124,4090,1583
28962,16931,1124,4090,1505
28979,16948,1123,4090,1398
28994,16963,1124,4090,1304
29020,16989,1123,4090,1142
29030,16999,1123,4090,1081
29043,17012,1123,4090,1005
29060,17029,1126,4090,888
29074,17043,1124,4090,804
29100,17069,1124,4090,639
29110,17079,1125,4090,576
29122,17091,1125,4090,502
29140,17109,1125,4090,388
29154,17123,1125,4090,300
29179,17148,1122,4090,146
29190,17159,1122,4090,85
29202,17171,1121,4090,6
29218,17187,1122,4090,3999
29239,17208,1125,4090,3866
29250,17219,1125,4090,3799
29269,17238,1124,4090,3681
29282,17251,1123,4090,3602
29298,17267,1122,4090,3504
29319,17288,1123,4090,3371
29330,17299,1126,4090,3300
29349,17318,1122,4090,3186
29363,17332,1121,4090,3097
29380,17349,1123,4090,2991
29394,17363,1122,4090,2904
29420,17389,1126,4090,2735
29430,17399,1124,4090,2673
29443,17412,1125,4090,2590
29458,17427,1123,4090,2498
29480,17449,1124,4090,2359
29490,17459,1126,4090,2293
29529,17498,1125,4090,2048
29539,17508,1128,4090,1979
29555,17524,1136,4090,1861
29579,17548,1149,4090,1673
29589,17558,1152,4090,1592
29603,17572,1148,4090,1495
29620,17589,1147,4090,1356
29635,17604,1145,4090,1245
29660,17629,1141,4090,1062
29670,17639,1142,4090,986
29682,17651,1142,4090,896
29699,17668,1142,4090,773
29714,17683,1143,4090,658
29740,17709,1148,4090,454
29749,17718,1145,4090,391
29762,17731,1145,4090,293
29780,17749,1147,4090,154
29794,17763,1146,4090,52
29810,17779,1141,4090,4029
29829,17798,1139,4090,3891
29843,17812,1143,4090,3786
29858,17827,1145,4090,3672
29879,17848,1144,4090,3518
29890,17859,1145,4090,3432
29910,17879,1145,4090,3283
29923,17892,1139,4090,3192
29939,17908,1142,4090,3068
29959,17928,1141,4090,2919
29970,17939,1144,4090,2835
29989,17958,1144,4090,2690
30002,17971,1145,4090,2591
30020,17989,1145,4090,2453
30035,18004,1144,4090,2341
30059,18028,1145,4090,2157
